Ticker,Stock,Secteur,Pays,Bourse de valeurs,Devise de marché,roe,de_ratio,roic,roe_avg_3y,roe_std_3y,roic_avg_3y,roic_std_3y,roic_persist_6y,roe_persist_6y,roic_downside_6y,roe_downside_6y,years_roic_6y,net_margin,revenue_growth_3y,assets_to_equity
"BST","BASTEI LÃ¼BBE AG","","Allemagne","XETR","EUR","17.57","0.00","","21.88","4.70","","","","4","","40.26","0","99.37","-6.92","NaN"
"PAL","PAL NEXT AG","","Allemagne","XETR","EUR","-11.09","0.28","-1.27","-11.09","","-1.27","","0","0","","","1","-8.37","","NaN"
"BUI","BLACKROCK UTILITIES, INFRASTRUCTURE & POWER OPPORTUNITIES TRUST","","Allemagne","XETR","EUR","18.79","0.00","","10.99","6.76","","","","3","","11.01","0","99.20","67.59","NaN"
"HDD","HEIDELBERGER DRUCKMASCHINEN AKTIENGESELLSCHAFT","","Allemagne","XETR","EUR","2.70","0.17","2.19","3.71","3.40","2.49","1.08","0","2","1.41","25.80","6","0.65","-2.15","NaN"
"BSX","BOSTON SCIENTIFIC CORPORATION","","Allemagne","XETR","EUR","12.45","0.47","9.32","9.97","2.15","7.71","1.45","0","1","2.91","5.12","6","14.41","18.73","NaN"
"COLO","COLOPLAST A/S CLASS B","","Autriche","VSE","EUR","","","","","","","","","","","","0","","","NaN"
"VOW","VOLKSWAGEN AG","","Allemagne","XETR","EUR","-76.38","2.04","-6.49","-46.18","26.21","-4.24","3.72","0","1","6.05","39.25","6","-27.03","6.11","4.69"
"SVE","SHAREHOLDER VALUE BETEILIGUNGEN AG","","Allemagne","XETR","EUR","-4.06","0.00","-4.16","-7.01","2.77","-4.86","1.06","0","0","4.86","5.65","6","","","NaN"
"SVC","SERVICE CORPORATION INTERNATIONAL","","Allemagne","XETR","EUR","-27.01","8.26","2.40","-18.68","14.01","2.17","0.20","0","0","1.72","7.25","6","-11.15","-1.59","NaN"
"HFG","HELLOFRESH SE","","Allemagne","XETR","EUR","23.22","1.28","5.46","16.12","6.16","7.13","1.45","0","5","1.29","4.52","6","1.90","2.78","NaN"
"NOVN","NOVARTIS AG","","Suisse","SIX","CHF","34.56","0.76","17.30","28.48","5.85","13.05","3.90","2","5","1.95","10.68","6","24.64","10.21","NaN"
"HEI","HEIDELBERG MATERIALS AG","","Allemagne","XETR","EUR","18.46","0.50","11.24","16.37","2.03","10.20","0.91","0","6","1.04","0.67","6","16.62","22.93","NaN"
"NRN","XCEL ENERGY INC.","","Allemagne","XETR","EUR","-23.12","0.00","-18.31","-42.37","36.93","-9.12","9.85","0","0","6.93","40.46","6","","","NaN"
"CCAP","CORESTATE CAPITAL HOLDING S.A.","","Allemagne","XETR","EUR","4.77","1.24","","9.02","3.88","","","","2","","5.17","0","72.77","-28.38","NaN"
"GYC","GRAND CITY PROPERTIES S.A.","","Allemagne","XETR","EUR","10.35","0.76","2.48","1.15","11.29","2.49","0.22","0","0","0.15","10.48","6","137.05","2.10","NaN"
"VUL","VULCAN ENERGY RESOURCES LIMITED","","Allemagne","XETR","EUR","-6.30","0.00","-1.89","-3.86","2.28","-1.36","0.46","0","1","9.58","6.37","6","","","NaN"
"LIN","LINDE PLC","","Allemagne","XETR","EUR","17.82","0.71","8.94","16.64","1.22","8.52","0.39","0","3","2.63","5.15","6","20.77","1.71","NaN"
"BWB","BAADER BANK AG","","Allemagne","XETR","EUR","9.45","0.98","","8.88","1.26","","","","2","","1.52","0","32.46","12.76","NaN"
"OCN","OMNICOM GROUP INC.","","Allemagne","XETR","EUR","-14.84","27.20","1.42","-1.76","11.35","1.56","0.15","0","0","0.23","9.80","4","-5.57","3.11","NaN"
"NYT","THE NEW YORK TIMES COMPANY","","Allemagne","XETR","EUR","17.34","0.02","16.11","15.70","1.76","13.35","2.65","3","4","1.51","4.54","6","12.18","7.91","NaN"
"CA1","CIRCUS SE","","Allemagne","XETR","EUR","-114.10","0.27","-72.43","-94.65","60.22","-48.16","28.43","0","0","17.27","28.64","3","-1395.38","56.86","NaN"
"BMW","BAYERISCHE MOTOREN WERKE AG","","Allemagne","XETR","EUR","10.51","0.46","7.68","10.44","0.33","8.77","1.00","0","0","2.73","25.18","6","12.14","11.56","NaN"
"HABA","HAMBORNER REIT AG","","Allemagne","XETR","EUR","3.14","1.36","1.48","2.28","2.13","1.24","0.45","0","0","0.96","3.34","6","12.27","-1.33","NaN"
"BOSS","HUGO BOSS AG","","Allemagne","XETR","EUR","17.24","0.76","12.51","18.50","3.13","12.38","0.66","3","5","12.10","26.53","6","6.07","0.86","NaN"
"ORC","ORACLE CORPORATION","","Allemagne","XETR","EUR","15.59","0.00","","4.53","12.24","","","","1","","22.89","0","88.59","","NaN"
"HOLN","HOLCIM LTD","","Suisse","SIX","CHF","60.17","0.54","2.95","27.51","28.28","4.62","2.27","0","1","1.04","2.71","6","84.27","-23.70","NaN"
"PGHN","PARTNERS GROUP HOLDING AG","","Suisse","SIX","CHF","54.80","1.14","22.37","47.61","6.74","22.82","1.14","6","6","2.72","6.31","6","51.22","15.14","NaN"
"WAC","WACKER NEUSON SE","","Allemagne","XETR","EUR","5.12","0.22","3.87","7.55","4.60","5.17","2.61","0","1","2.79","4.59","6","3.48","-8.58","1.61"
"1SXP","SCHOTT PHARMA AG & CO. KGAA","","Allemagne","XETR","EUR","17.44","0.09","10.67","19.80","2.16","12.27","1.38","5","6","2.03","2.82","6","14.90","4.76","NaN"
"BOX","BECTON, DICKINSON AND COMPANY","","Allemagne","XETR","EUR","58.51","2.68","4.35","399.22","481.24","4.31","0.61","0","4","4.47","55.45","6","9.80","6.51","NaN"
"NVD","NVIDIA CORPORATION","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"HAL","HALLIBURTON COMPANY","","Allemagne","XETR","EUR","12.27","0.77","11.43","22.68","9.41","15.00","3.28","3","5","4.45","48.03","6","5.82","-1.83","NaN"
"HAG","HENSOLDT AG","","Allemagne","XETR","EUR","9.11","1.63","3.81","9.76","2.38","4.51","0.88","0","3","1.11","17.06","6","3.50","15.30","NaN"
"ABX","ADVANCED BLOCKCHAIN AG","","Allemagne","XETR","EUR","8.86","0.98","6.95","1.49","10.43","3.57","4.79","0","0","3.39","7.38","2","15.86","110.18","NaN"
"TKMS","TKMS AG & CO. KGAA","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"UUU","3U HOLDING AG","","Allemagne","XETR","EUR","-59.19","0.19","-93.19","-18.99","35.90","-30.49","54.45","1","1","54.79","35.84","6","-51.28","-50.65","NaN"
"SHA0","SCHAEFFLER AG","","Allemagne","XETR","EUR","-11.16","2.54","1.40","-6.07","12.64","3.38","2.15","0","2","2.69","14.86","6","-1.67","20.00","NaN"
"TLX","TALANX AG","","Allemagne","XETR","EUR","-1.85","1.12","1.89","6.30","8.33","12.23","9.40","2","1","37.45","142.15","6","-0.89","55.37","NaN"
"SBS","STRATEC SE","","Allemagne","XETR","EUR","21.33","0.95","9.88","20.78","8.20","11.05","3.72","1","3","1.10","4.76","6","22.21","22.05","NaN"
"JEN","JENOPTIK AG","","Allemagne","XETR","EUR","7.51","0.40","5.21","8.67","1.30","6.05","0.77","0","0","0.83","1.18","6","7.10","-0.95","NaN"
"ANL","ANALOG DEVICES, INC.","","Allemagne","XETR","EUR","-414.01","-3.17","-73.61","-128.60","273.59","-61.04","27.04","0","3","45.49","325.63","5","-710.56","","NaN"
"SAP","SAP SE","","Allemagne","XETR","EUR","14.78","0.17","9.30","12.08","3.88","8.02","1.59","0","4","1.87","7.07","6","19.91","8.59","NaN"
"JBL","JABIL CIRCUIT INC.","","Allemagne","XETR","EUR","40.38","2.22","15.60","43.81","15.07","14.80","1.55","4","5","5.52","20.49","6","2.20","-7.33","NaN"
"SREN","SEMPRA","","Autriche","VSE","EUR","19.45","0.33","3.91","16.77","2.65","3.20","0.62","0","3","1.51","9.09","4","10.24","3.21","NaN"
"SDF","K+S AKTIENGESELLSCHAFT","","Allemagne","XETR","EUR","-19.37","0.10","-13.83","-5.75","11.99","-3.69","8.85","2","2","14.44","46.69","6","-29.48","-2.94","NaN"
"APC","APPLE INC.","","Allemagne","XETR","EUR","64.37","26.25","6.10","50.06","12.98","6.98","0.80","0","3","1.08","7.70","3","0.59","-10.50","NaN"
"KSB","KSB SE & CO. KGAA","","Allemagne","XETR","EUR","17.10","0.00","13.92","17.31","0.39","13.73","0.41","5","5","2.35","3.82","6","10.09","9.58","NaN"
"SHL","SIEMENS HEALTHINEERS AG","","Allemagne","XETR","EUR","-41.80","0.00","-26.09","-27.62","26.19","-24.70","7.92","0","2","13.07","23.58","6","","","NaN"
"SLYG","SHELLY GROUP SE","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"SBO","SBO AG","","Autriche","VSE","EUR","5.54","1.27","0.99","7.86","2.51","2.78","2.04","0","3","2.97","4.89","6","6.37","-19.93","NaN"
"ATT","AT&T INC.","","Autriche","VSE","EUR","21.56","0.00","","29.60","7.84","","","","5","","38.91","0","99.44","-1.54","NaN"
"RDC","REDCARE PHARMACY N.V.","","Allemagne","XETR","EUR","-7.97","0.87","-3.37","-6.42","3.36","-3.64","1.23","0","0","7.47","8.69","6","-1.34","27.87","NaN"
"V1NC","VINCORION SE","","Allemagne","XETR","EUR","34.12","0.87","13.32","26.23","11.17","10.51","3.97","1","2","2.81","7.90","2","8.05","17.82","NaN"
"SIE","SIEMENS AKTIENGESELLSCHAFT","","Allemagne","XETR","EUR","16.67","0.82","5.22","16.32","0.44","5.66","0.40","0","4","1.12","4.93","6","13.16","2.66","NaN"
"KTF","MONDELEZ INTERNATIONAL, INC.","","Allemagne","XETR","EUR","-1.47","0.04","","3.71","5.07","","","","0","","14.55","0","","","NaN"
"SIS","FIRST SENSOR AG","","Allemagne","XETR","EUR","11.31","0.32","8.42","9.16","1.94","6.87","1.37","0","0","1.10","2.96","6","7.53","4.47","NaN"
"ABL","ABBOTT LABORATORIES","","Allemagne","XETR","EUR","-8.48","0.91","0.25","70.24","121.20","75.18","119.38","3","3","13.83","42.00","4","-22.26","58.21","NaN"
"ABR","BARRICK MINING CORPORATION","","Allemagne","XETR","EUR","5.08","2.09","","8.87","3.79","","","","4","","4.87","0","31.49","-16.62","NaN"
"ABR0","BARRICK MINING CORP COMMON STOCK (ABR0)","","Allemagne","XETR","EUR","22.34","0.15","16.74","15.82","9.23","11.79","7.01","1","1","4.96","6.53","2","42.19","55.08","NaN"
"POS","PORR AG","","Autriche","VSE","EUR","-20.68","0.01","-15.95","-9.53","27.48","-6.11","19.63","1","1","2.35","10.39","6","-72.89","73.59","NaN"
"JNJ","JOHNSON & JOHNSON","","Allemagne","XETR","EUR","35.03","0.59","14.22","34.46","14.12","14.25","0.63","6","6","0.51","5.01","6","28.46","5.17","NaN"
"AG1","AUTO1 GROUP SE","","Allemagne","XETR","EUR","11.81","2.40","5.88","-1.04","15.64","0.79","6.06","0","0","7.85","1843.48","6","0.95","22.31","NaN"
"USBC","U.S. BANCORP","","Autriche","VSE","EUR","-46.59","0.00","-22.33","361.22","576.72","-125.84","146.39","0","1","103.51","407.80","2","","","NaN"
"U6Z","URANIUM ENERGY CORP.","","Allemagne","XETR","EUR","-10.67","0.00","-7.15","-5.06","5.10","-3.79","4.53","0","0","4.76","9.86","6","-131.15","-36.24","NaN"
"TXT","TEXTRON INC.","","Allemagne","XETR","EUR","12.22","0.49","5.71","12.30","0.73","6.03","0.74","0","3","1.53","3.89","6","6.22","4.00","NaN"
"ALS","ALLSTATE CORP-THE","","Allemagne","XETR","EUR","40.81","0.10","2.61","19.89","19.71","2.97","0.32","0","2","0.32","9.07","6","556.97","-11.71","NaN"
"UHS","UNIVERSAL HEALTH SERVICES, INC. CLASS B","","Allemagne","XETR","EUR","21.33","0.70","11.33","17.03","4.82","9.55","2.12","0","4","2.20","3.27","6","8.70","10.27","NaN"
"AEX","CHUBB LIMITED","","Allemagne","XETR","EUR","-17.89","0.00","-2.98","-12.96","8.29","-2.30","1.08","0","0","1.21","4.15","6","-10169.39","-33.86","NaN"
"AFG","AMERICAN EAGLE OUTFITTERS, INC.","","Allemagne","XETR","EUR","18.13","0.38","2.96","19.66","1.33","3.08","0.16","0","5","0.12","5.57","2","10.37","2.49","NaN"
"AEP","AMERICAN ELECTRIC POWER COMPANY, INC.","","Allemagne","XETR","EUR","12.49","1.54","4.62","10.95","1.81","3.85","0.71","0","1","0.33","1.36","6","16.90","7.35","NaN"
"ALG","ALBIS LEASING AG","","Allemagne","XETR","EUR","9.58","0.18","10.17","12.44","3.17","11.57","1.67","1","2","2.06","2.12","6","6.47","-2.58","NaN"
"KCO","KLÃ¶CKNER & CO SE","","Allemagne","XETR","EUR","-3.23","0.48","1.03","-7.84","4.00","0.62","0.72","1","2","2.85","3.77","6","-0.84","-4.23","NaN"
"3330","ROSTRA AG","","Allemagne","XETR","EUR","39.75","0.90","21.75","26.10","13.13","13.07","8.08","1","4","1.88","6.54","6","11.83","11.70","NaN"
"KEY","KEYCORP","","Allemagne","XETR","EUR","9.49","0.54","","5.13","5.45","","","","2","","5.57","0","25.11","8.27","NaN"
"TPG0","THE PLATFORM GROUP SE & CO. KGAA","","Allemagne","XETR","EUR","29.16","0.76","13.65","33.50","6.63","10.03","3.40","2","4","2.98","9.04","4","6.39","29.79","NaN"
"KGX","KION GROUP AG","","Allemagne","XETR","EUR","3.90","1.21","1.95","5.20","1.17","2.59","0.56","0","1","1.06","2.05","6","2.13","-0.60","NaN"
"AIXA","AIXTRON SE","","Allemagne","XETR","EUR","","0.01","","","","","","","","","","0","","","NaN"
"KBX","KNORR-BREMSE AG","","Allemagne","XETR","EUR","18.14","0.00","10.48","18.26","2.51","11.29","0.80","2","6","0.69","2.98","6","7.32","-0.69","NaN"
"ALI1","ALMONTY INDUSTRIES INC.","","Allemagne","XETR","EUR","-81.59","0.45","-7.30","-61.65","28.20","-4.65","3.74","0","0","2.65","19.94","2","-497.98","12.75","NaN"
"TUF","LIBERO FOOTBALL FINANCE AG","","Allemagne","XETR","EUR","-179.68","0.02","-433.25","-3775.29","4049.93","-525.02","88.57","0","0","646.08","4697.62","6","","","NaN"
"ADEN","ADECCO GROUP AG","","Suisse","SIX","CHF","8.42","0.94","3.37","8.53","0.18","3.31","0.19","0","1","0.29","6.69","6","1.27","-1.84","NaN"
"ADE","BITCOIN GROUP SE","","Allemagne","XETR","EUR","-4.83","-0.24","-79.26","51.40","79.95","-45.88","29.16","0","5","29.66","24.57","6","","","NaN"
"AMV0","AUMOVIO SE","","Allemagne","XETR","EUR","-6.94","0.04","-5.74","-6.19","1.77","-4.15","1.49","0","0","0.94","11.06","4","-3.40","-5.60","NaN"
"ACT","ALZCHEM GROUP AG","","Allemagne","XETR","EUR","13.03","0.14","10.64","14.19","1.11","10.91","0.37","0","5","0.27","2.63","2","54.56","3.50","NaN"
"TMV","TEAMVIEWER SE","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"RWL","ROCKWELL AUTOMATION, INC.","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"AMG","AMGEN INC.","","Allemagne","XETR","EUR","19.93","0.61","4.50","18.07","2.36","6.49","1.74","0","5","1.94","5.53","6","43.58","0.40","NaN"
"ADM","ARCHER-DANIELS-MIDLAND CO","","Allemagne","XETR","EUR","4.72","0.42","2.70","8.81","4.82","4.39","2.21","0","3","1.34","4.14","6","1.34","-7.56","NaN"
"TNIE","TONIES SE","","Allemagne","XETR","EUR","3.73","0.10","5.49","1.35","4.27","0.95","4.64","0","0","28.22","54.27","6","2.08","32.15","NaN"
"RHM","RHEINMETALL AG","","Allemagne","XETR","EUR","16.57","0.23","9.99","17.97","1.75","9.62","0.62","0","5","1.72","9.91","6","8.40","17.66","NaN"
"UNP","UNION PACIFIC CORPORATION","","Allemagne","XETR","EUR","40.38","1.78","11.27","43.44","3.56","11.02","0.33","0","6","0.84","6.29","6","29.12","0.81","NaN"
"ALV","ALLIANZ SE","","Allemagne","XETR","EUR","30.24","0.90","15.49","25.25","5.84","13.39","2.46","2","5","3.04","6.05","6","6.81","1.61","NaN"
"KNIN","KUEHNE + NAGEL INTERNATIONAL AG","","Suisse","SIX","CHF","33.78","1.79","9.34","37.38","3.25","13.09","3.39","4","6","4.09","4.90","6","3.78","1.31","NaN"
"UNH","UNITEDHEALTH GROUP INCORPORATED","","Allemagne","XETR","EUR","12.54","0.77","6.55","17.55","6.56","9.02","2.14","0","6","2.05","7.77","6","2.86","10.35","NaN"
"RJF","RAYMOND JAMES FINANCIAL, INC.","","Allemagne","XETR","EUR","17.67","0.34","","18.11","0.71","","","","5","","3.66","0","15.42","9.86","NaN"
"AMD","ADVANCED MICRO DEVICES, INC.","","Allemagne","XETR","EUR","7.19","0.06","4.66","3.87","2.95","2.69","2.08","2","2","2.05","3.03","6","12.51","23.58","NaN"
"RPD","ROYALTY PHARMA PLC","","Allemagne","XETR","EUR","27.12","6.26","0.63","33.87","88.25","0.21","1.62","0","4","3.84","136.13","6","2.72","5.15","NaN"
"AMC","ALBEMARLE CORPORATION","","Allemagne","XETR","EUR","34.60","-4.29","0.36","23.96","9.26","0.21","0.23","0","6","5.77","17.15","6","-13.04","0.38","NaN"
"ROP","ROPER TECHNOLOGIES, INC.","","Allemagne","XETR","EUR","7.93","0.47","5.14","8.24","0.30","5.00","0.16","0","1","0.73","0.60","6","19.44","13.10","NaN"
"ADS","ADIDAS AG","","Allemagne","XETR","EUR","23.10","0.91","10.03","12.75","11.91","5.82","4.58","0","3","3.03","8.32","6","5.58","7.61","NaN"
"ADV","ADTRAN NETWORKS SE","","Allemagne","XETR","EUR","-34.96","3.08","0.50","-25.06","17.23","0.52","1.10","0","0","1.15","31.77","6","-6.43","-8.43","NaN"
"PAR","PARKER-HANNIFIN CORPORATION","","Allemagne","XETR","EUR","-9.95","0.49","-4.27","-10.16","9.44","-6.11","1.70","0","0","7.37","2.96","6","-18.54","4.67","NaN"
"BAYN","BAYER AG","","Allemagne","XETR","EUR","-12.37","1.40","4.72","-9.45","2.53","4.28","1.59","0","0","2.70","15.33","6","-7.89","-2.19","NaN"
"LHA","DEUTSCHE LUFTHANSA AG","","Allemagne","XETR","EUR","11.70","1.24","2.41","14.45","3.64","3.22","1.01","0","3","7.95","292.91","6","3.44","5.70","NaN"
"IBM","INTERNATIONAL BUSINESS MACHINES CORPORATION","","Allemagne","XETR","EUR","35.23","1.97","6.87","30.98","6.02","6.41","0.50","0","5","1.79","11.74","6","15.68","4.49","NaN"
"BCO","BOEING COMPANY","","Allemagne","XETR","EUR","58.41","11.33","7.20","39.47","20.31","6.20","0.98","0","5","1.98","23.60","6","4.00","3.89","NaN"
"BC8","BECHTLE AG","","Allemagne","XETR","EUR","11.51","0.12","8.56","13.70","2.36","10.45","1.76","3","5","1.74","3.30","6","3.56","-0.13","NaN"
"PSA","PSI SOFTWARE SE","","Allemagne","XETR","EUR","18.76","1.10","8.68","20.33","1.38","10.92","2.06","3","6","2.27","3.33","6","37.25","3.34","NaN"
"PSM","PROSIEBENSAT.1 MEDIA SE","","Allemagne","XETR","EUR","-13.13","1.67","-0.20","-7.91","5.26","0.74","2.56","0","3","4.03","16.08","6","","-7.45","NaN"
"PRG","PROCTER & GAMBLE CO","","Allemagne","XETR","EUR","21.02","0.81","22.49","25.56","5.56","23.37","0.81","6","5","1.34","17.02","6","6.09","0.02","NaN"
"VIA","VIATRIS INC.","","Allemagne","XETR","EUR","53.52","0.03","-18.73","30.72","22.05","-24.92","7.63","1","3","17.43","15.54","6","-22.19","32.11","NaN"
"BAC","VERIZON COMMUNICATIONS INC.","","Allemagne","XETR","EUR","10.19","1.21","","9.61","0.51","","","","0","","1.88","0","26.98","7.11","NaN"
"BDT","BERTRANDT AKTIENGESELLSCHAFT","","Allemagne","XETR","EUR","11.00","0.76","10.36","20.54","8.36","12.43","1.81","2","5","1.75","4.79","6","1.40","10.17","NaN"
"PEO","EXELON CORPORATION","","Allemagne","XETR","EUR","8.43","0.00","","4.93","3.46","","","","2","","28.71","0","93.49","107.46","NaN"
"PEP","PEPSICO, INC.","","Allemagne","XETR","EUR","42.85","2.43","11.64","48.71","5.12","11.71","0.23","0","6","1.08","5.32","6","8.83","1.33","NaN"
"VNA","VONOVIA SE","","Allemagne","XETR","EUR","13.88","1.34","0.39","-3.47","17.44","0.68","0.25","0","2","1.76","15.16","6","78.51","0.98","NaN"
"HRB","H&R BLOCK, INC.","","Allemagne","XETR","EUR","710.90","17.89","26.11","785.53","161.36","24.07","2.01","6","6","1.35","319.95","6","18.59","4.54","NaN"
"PFE","PFIZER INC.","","Allemagne","XETR","EUR","8.91","0.74","6.57","6.77","3.85","4.35","2.77","2","3","2.96","5.91","6","12.48","3.43","NaN"
"PEN","PBF ENERGY INC. CLASS A COMMON STOCK","","Allemagne","XETR","EUR","13.78","0.15","15.14","7.78","6.31","8.90","5.42","1","1","5.81","2.27","6","12.66","15.15","NaN"
"HNR1","HANNOVER RÃ¼CK SE","","Allemagne","XETR","EUR","20.79","0.30","4.01","20.98","0.27","3.75","0.37","0","2","0.27","3.24","2","11.52","0.45","NaN"
"PCG","PG&E CORPORATION","","Allemagne","XETR","EUR","8.55","1.87","2.72","8.97","0.39","2.62","0.14","0","0","0.74","9.79","6","10.84","1.03","NaN"
"BKD","BRUKER CORPORATION","","Allemagne","XETR","EUR","-308.16","-127.17","1.09","-137.21","148.66","0.70","0.40","0","0","1.64","156.97","6","-8.23","3.07","NaN"
"BEZ","BERENTZEN-GRUPPE AKTIENGESELLSCHAFT","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"TGT","11880 SOLUTIONS AG","","Allemagne","XETR","EUR","24.03","1.26","8.77","28.90","4.76","9.77","0.96","2","6","1.53","5.02","6","3.54","-1.23","NaN"
"PNE3","PNE AG","","Allemagne","XETR","EUR","-27.17","5.24","2.11","-12.40","12.86","1.55","1.15","0","0","0.63","15.04","6","-20.59","37.63","NaN"
"BFSA","BEFESA SA","","Allemagne","XETR","EUR","9.98","0.85","6.56","7.68","2.01","5.33","1.11","0","3","1.26","4.75","6","7.02","0.09","NaN"
"HSY","THE HERSHEY COMPANY","","Allemagne","XETR","EUR","18.89","1.24","9.27","39.87","18.17","18.47","8.06","5","6","7.12","19.39","6","7.55","2.34","NaN"
"PGH","THE PAYMENTS GROUP HOLDING GMBH & CO. KGAA","","Allemagne","XETR","EUR","20.34","0.01","13.54","17.84","3.58","11.27","2.23","1","4","14.62","20.81","5","15.04","11.96","NaN"
"HTG","HOMETOGO SE","","Allemagne","XETR","EUR","4.79","0.13","5.38","5.43","8.52","5.41","1.41","0","1","8.23","14.02","6","4.20","4.72","NaN"
"HUM","HUMANA INC.","","Allemagne","XETR","EUR","7.04","0.70","5.73","10.04","4.89","5.81","0.11","0","4","0.07","7.80","2","0.93","10.41","NaN"
"ALTR","ALTRIA GROUP, INC.","","Autriche","VSE","EUR","4.61","1.50","2.83","12.42","10.56","6.61","4.87","2","3","3.87","8.89","6","3.04","-5.19","NaN"
"VBK","VERBIO SE","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"AT1","AROUNDTOWN SA","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"SRENE","SWISS RE AG","","Suisse","SIX","CHF","","","","","","","","","","","","0","","","NaN"
"IOS","IONOS GROUP SE","","Allemagne","XETR","EUR","100.36","3.02","12.46","35.55","221.63","13.93","1.27","3","2","3.30","176.40","4","17.44","-3.83","NaN"
"SQL","MATADOR SECONDARY PRIVATE EQUITY, LLC","","Allemagne","XETR","EUR","-65.26","0.67","-167.49","-68.37","101.25","-170.75","12.77","0","1","17.35","105.88","3","-347904.25","-84.75","NaN"
"VOE","VOESTALPINE AG","","Autriche","VSE","EUR","","","","","","","","","","","","0","","","NaN"
"TJX","THE TJX COMPANIES, INC.","","Allemagne","XETR","EUR","59.13","1.32","20.87","62.20","3.18","20.44","0.42","5","5","9.74","32.55","6","9.10","5.52","NaN"
"AAG","AUMANN AG","","Allemagne","XETR","EUR","-46.99","0.00","-35.51","-38.35","8.97","-24.53","9.55","0","0","23.95","7.24","6","","","NaN"
"SPG","SPRINGER NATURE AG & CO. KGAA","","Allemagne","XETR","EUR","104.11","4.35","8.81","82.90","18.56","8.94","0.64","0","6","2.29","18.88","6","84.28","6.05","NaN"
"INW","GBS SOFTWARE AG","","Allemagne","XETR","EUR","9.55","1.53","4.99","8.56","0.93","4.83","0.17","0","0","1.52","2.75","6","33.50","5.91","NaN"
"SRT","SARTORIUS AG","","Allemagne","XETR","EUR","10.91","0.64","9.65","-15.10","36.56","-3.45","15.77","0","1","11.86","28.64","6","2.60","208.97","NaN"
"QBY0","Q.BEYOND AG","","Allemagne","XETR","EUR","1.71","0.13","-2.19","-1.27","4.21","-2.33","0.21","0","0","0.15","2.98","2","0.90","-5.19","NaN"
"NOEJ","NORMA GROUP SE","","Allemagne","XETR","EUR","-12.71","0.69","-5.04","-2.21","9.14","-0.09","4.39","0","0","4.46","9.19","6","-9.94","-18.03","NaN"
"STMN","STRAUMANN HOLDING AG","","Suisse","SIX","CHF","16.98","0.19","15.81","16.82","3.37","17.66","1.61","5","5","6.58","7.03","6","13.71","6.98","NaN"
"LEG","LEG IMMOBILIEN SE","","Allemagne","XETR","EUR","27.49","1.62","7.61","-10.75","39.03","6.29","1.24","0","4","2.01","42.79","6","5.81","-7.36","NaN"
"PTP","PENTIXAPHARM HOLDING AG","","Allemagne","XETR","EUR","-39.09","0.00","-37.61","-27.63","10.83","-23.79","14.84","0","0","24.29","16.41","5","-17753.76","96.85","NaN"
"PVH","PVH CORP.","","Allemagne","XETR","EUR","0.51","0.90","3.77","8.43","6.89","6.07","1.99","0","2","4.43","18.99","6","0.28","-1.46","NaN"
"VCV","VICOR CORPORATION","","Allemagne","XETR","EUR","2.38","0.27","","4.64","3.18","","","","0","","8.33","0","97.19","-46.43","NaN"
"R3NK","RENK GROUP AG","","Allemagne","XETR","EUR","21.62","1.09","10.32","14.90","6.38","6.79","3.07","0","2","3.07","17.20","5","7.41","26.85","NaN"
"VEE","VEEVA SYSTEMS INC.","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"CCJ","CINCINNATI FINANCIAL CORPORATION","","Allemagne","XETR","EUR","10.18","0.14","6.03","6.19","3.92","3.99","1.78","0","0","2.11","2.96","6","16.93","16.00","NaN"
"DLY","LYONDELLBASELL INDUSTRIES N.V.","","Allemagne","XETR","EUR","6.39","0.17","","10.74","5.97","","","","2","","16.68","0","98.13","-8.90","NaN"
"FRAS3","LEVERAGE SHA ETP 2073","","Allemagne","XETR","EUR","11.97","1.24","17.02","17.18","4.78","17.83","2.42","5","5","3.96","4.67","6","5.16","27.29","NaN"
"FDX","FEDEX CORPORATION","","Allemagne","XETR","EUR","14.85","1.36","6.58","15.23","0.79","6.34","0.26","0","6","0.61","0.66","6","4.68","3.93","NaN"
"CMC","JPMORGAN CHASE & CO.","","Allemagne","XETR","EUR","1.99","0.32","8.12","12.24","10.63","12.17","5.33","3","4","3.63","9.52","6","1.09","-5.86","NaN"
"LOGNE","LOGITECH INTERNATIONAL S.A.","","Suisse","SIX","CHF","32.78","0.04","47.09","29.67","2.83","42.36","4.62","6","6","11.07","7.34","6","14.69","6.12","NaN"
"FSMF3","LEVERAGE SHA ETP 2072","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"FRU","FERRATUM OYJ","","Allemagne","XETR","EUR","8.75","0.29","8.70","12.51","3.28","10.65","1.90","2","3","5.96","8.23","6","29.28","-0.18","NaN"
